customer_id,age,salary,account_balance,avg_card_spend,tenure_months,digital_engagement_score,missed_payments,is_sme_owner,international_spend_ratio,personal_loan_conversion,fx_card_conversion,churn_risk
7282,51,24702.7,195964.93,10384.32,139,90.77,1,0,0.69,0,0,0
7283,57,25088.26,154443.76,10229.5,32,54.16,0,0,0.15,1,0,0
7284,37,3000.0,12795.06,612.18,66,32.31,0,0,0.42,1,0,0
7285,50,27889.04,76517.63,3356.6,60,77.17,0,0,0.12,0,0,0
7286,27,21637.85,43733.39,3665.83,179,92.17,0,0,0.59,0,0,0
7287,48,10376.86,60904.28,2447.24,145,40.42,0,0,0.9,1,1,0
7288,48,9004.0,32056.13,4871.64,115,9.83,0,0,0.61,0,1,1
7289,46,13991.36,41856.7,7385.58,68,69.26,1,0,0.39,1,0,0
7290,37,3000.0,11909.11,395.78,166,90.75,0,0,0.94,1,0,0
7291,18,38667.21,207024.24,9459.31,64,98.04,0,0,0.3,0,0,0
7292,31,35833.82,210204.17,19517.18,131,81.35,1,0,0.26,0,0,0
7293,31,23420.4,133346.53,5113.37,54,26.82,0,0,0.72,0,1,1
7294,28,15319.22,108938.43,9160.63,76,35.82,1,0,0.96,0,1,0
7295,39,15634.7,45683.41,3571.28,172,13.67,0,0,0.78,1,0,1
7296,33,27096.79,152794.73,12723.48,127,71.27,0,0,0.39,0,0,0
7297,29,39093.92,84335.11,12061.63,158,16.93,0,0,0.28,1,0,0
7298,27,11155.24,56463.08,1875.44,110,43.2,0,0,0.46,1,0,0
7299,30,4588.97,24301.93,1044.34,88,53.18,0,0,0.74,0,1,0
7300,49,36571.69,106260.6,16002.27,113,38.25,0,0,0.28,0,1,0
7301,31,3000.0,12138.02,805.58,54,14.97,1,0,0.84,1,0,1
7302,32,5897.63,40556.55,2371.23,48,28.98,0,0,0.64,0,1,1
7303,33,15037.71,37062.81,3049.13,35,63.28,0,0,0.48,1,0,0
7304,41,3000.0,12972.87,972.87,68,72.68,0,0,0.09,1,1,0
7305,42,31345.79,237060.83,11162.95,26,61.46,0,0,0.42,1,1,1
7306,18,28282.86,135098.98,8665.65,72,96.58,1,0,0.24,1,0,0
7307,48,11102.48,68983.81,2208.94,88,61.36,0,0,0.51,1,1,0
7308,52,33355.37,229305.8,11033.18,107,22.53,0,0,0.65,0,1,0
7309,27,35391.51,99964.5,15800.55,56,49.11,0,0,0.32,0,0,0
7310,28,16641.95,48568.07,9693.15,69,83.62,1,0,0.81,0,1,0
7311,33,12591.98,80977.08,6230.02,80,32.58,0,0,0.87,0,1,1
7312,30,45115.22,288579.25,8153.91,96,73.7,0,0,0.24,1,0,1
7313,40,26653.94,50407.71,6299.68,157,78.52,0,0,0.03,0,0,0
7314,18,21075.9,75793.95,2938.23,126,93.4,0,0,0.17,0,0,0
7315,26,34362.55,140558.68,5766.89,105,40.12,0,0,0.45,1,0,0
7316,53,21623.17,148956.87,4872.6,59,25.94,0,0,0.67,0,0,0
7317,28,11932.55,50619.14,2383.69,25,50.79,0,0,0.6,1,0,0
7318,50,18961.92,142565.89,3921.79,27,99.37,0,0,0.58,1,1,0
7319,41,30463.85,243039.1,6561.46,99,90.21,1,0,0.23,0,1,0
7320,19,3000.0,19724.16,751.02,22,28.4,0,0,0.16,0,0,1
7321,44,14543.63,84811.38,2367.6,47,19.67,1,0,0.04,0,0,1
7322,36,34596.69,140024.27,8265.75,122,47.7,0,0,0.43,1,0,0
7323,33,11857.58,22953.38,5267.21,55,16.58,0,0,0.3,0,0,0
7324,40,36553.3,191005.7,7975.95,9,75.8,3,0,0.55,1,1,1
7325,42,34976.93,134699.01,6502.88,54,3.66,0,1,0.6,0,1,1
7326,45,17213.65,65082.02,2304.01,114,22.47,1,0,0.29,0,0,0
7327,49,11177.53,66731.08,3911.98,64,1.82,0,0,0.55,0,1,0
7328,42,14551.69,65681.34,7581.31,118,22.67,0,1,0.61,0,0,0
7329,24,49975.37,319273.17,6472.23,109,5.23,0,0,0.88,1,1,0
7330,33,40493.09,165540.87,15029.54,99,67.36,0,1,0.15,1,0,0
7331,67,19504.69,48383.57,8295.53,167,57.03,0,0,0.38,1,0,0
7332,45,10702.16,48146.43,4240.52,83,21.39,0,0,0.32,0,0,0
7333,61,19404.49,149057.19,10455.37,8,20.51,0,1,0.25,0,0,0
7334,51,20925.92,140411.06,11157.66,107,29.12,1,0,0.43,0,1,1
7335,40,3079.7,8738.24,396.21,155,79.82,0,1,0.94,1,0,0
7336,41,18960.5,76665.88,5317.89,112,15.05,0,1,0.84,0,1,0
7337,37,33868.85,255054.42,14747.0,161,12.17,0,0,0.52,1,0,1
7338,20,3000.0,6912.13,1728.67,138,50.81,1,0,0.4,0,0,0
7339,38,27919.01,87963.76,14024.9,106,86.5,1,0,0.43,1,1,0
7340,50,34497.58,110545.66,6495.71,144,22.41,2,0,0.25,0,0,1
7341,32,11273.31,58745.95,2701.14,11,10.63,0,0,0.66,1,0,1
7342,42,38330.11,159827.61,18467.33,19,49.17,1,0,0.26,1,0,0
7343,46,9715.96,19618.06,3262.01,52,73.22,1,0,0.11,1,1,0
7344,28,23292.99,130200.36,8703.45,143,61.83,0,0,0.32,0,0,1
7345,33,14318.73,30699.44,5791.78,42,41.82,1,0,0.49,0,0,0
7346,27,14316.04,77903.57,2170.97,100,4.04,0,0,0.73,1,0,0
7347,29,10592.41,50796.48,5592.59,96,30.06,0,1,0.49,1,0,1
7348,25,26382.91,124233.05,14024.29,83,91.93,0,0,0.03,1,0,0
7349,28,28185.67,54644.27,9417.39,79,22.29,0,0,0.7,1,1,0
7350,52,17226.93,97417.15,7122.0,166,61.4,0,0,0.77,1,0,1
7351,28,3000.0,12910.75,1289.86,128,90.74,0,0,0.1,1,0,0
7352,39,22838.04,95284.65,4450.25,86,48.81,0,0,0.72,1,0,1
7353,32,23064.17,124014.53,3604.76,49,44.63,0,0,0.66,0,1,0
7354,49,15399.42,83782.27,1699.12,77,14.11,0,0,0.39,0,0,0
7355,51,40406.78,64558.57,22483.98,84,98.06,0,0,0.8,1,0,0
7356,46,3000.0,6941.91,818.57,49,17.67,0,0,0.71,1,0,1
7357,41,3000.0,9112.11,428.75,79,48.15,0,0,0.57,1,1,0
7358,35,9229.98,54520.14,3072.66,150,17.13,0,0,0.76,1,1,1
7359,26,26525.09,139225.38,3655.49,171,34.84,0,0,0.44,1,0,1
7360,57,5329.86,34242.19,760.17,50,88.4,0,0,0.61,1,1,0
7361,30,6228.35,39325.49,2145.31,84,64.33,1,0,0.04,0,0,1
7362,44,29412.26,207229.6,10424.24,124,0.98,0,0,0.45,1,0,0
7363,48,23550.58,93008.21,9186.41,19,96.68,2,0,0.61,0,0,0
7364,32,22524.73,84308.16,9644.09,91,78.39,0,0,0.0,1,0,0
7365,48,27377.15,188946.12,11885.34,72,99.75,0,0,0.4,1,0,0
7366,45,12897.68,39265.84,4082.1,146,76.29,0,0,0.53,1,1,0
7367,55,13452.19,60502.85,5673.68,10,76.49,0,0,0.37,1,0,0
7368,33,27717.35,76586.28,6995.02,50,69.94,1,0,0.36,1,0,0
7369,25,3000.0,22319.89,961.96,49,42.32,0,0,0.86,1,1,0
7370,32,3000.0,12452.16,889.99,169,31.49,0,0,0.96,1,1,0
7371,40,12800.59,36880.61,3386.46,99,52.52,0,0,0.1,1,0,0
7372,38,29170.48,174967.07,6396.66,143,17.82,0,0,0.91,1,1,0
7373,34,21066.72,65100.16,2933.11,120,72.24,0,0,0.38,1,0,0
7374,18,28287.5,215912.06,9984.22,23,99.73,0,0,0.24,1,0,0
7375,42,3000.0,11668.53,1105.93,76,60.09,1,1,0.15,0,0,1
7376,57,21785.96,126797.88,5840.33,113,85.65,0,0,0.75,1,1,0
7377,42,25846.37,96771.2,15195.65,27,17.23,1,0,0.72,0,0,0
7378,44,3000.0,20241.29,1135.44,6,82.51,0,0,0.09,1,1,0
7379,43,28344.69,207766.52,15433.83,24,90.74,0,0,0.96,1,1,0
7380,41,16661.77,110325.42,6415.49,86,83.89,0,0,0.07,0,0,0
7381,47,54856.04,384828.49,10694.62,137,62.73,0,0,0.5,1,0,1
7382,41,3000.0,6486.68,1761.93,67,92.64,0,0,0.65,1,1,0
7383,34,34429.37,258441.34,18683.7,70,96.15,1,0,0.89,1,1,0
7384,30,13270.1,73754.63,4453.94,78,81.54,3,1,0.27,0,0,0
7385,35,3000.0,21449.74,664.59,42,54.71,0,0,0.27,1,1,0
7386,41,11676.54,69461.85,2467.66,60,83.53,1,1,0.78,1,0,0
7387,34,21329.75,59979.47,10729.08,83,37.19,0,0,0.41,1,0,0
7388,41,30449.6,166319.01,4097.28,176,34.66,0,0,0.21,0,0,0
7389,42,38663.57,80851.35,16201.2,87,34.79,0,0,0.02,0,1,1
7390,46,35062.72,211154.68,14728.71,133,19.92,0,1,0.75,0,1,0
7391,50,6415.42,26678.55,1226.8,108,62.29,0,0,0.02,0,0,0
7392,38,31561.98,78471.46,14280.41,166,66.15,1,1,0.64,1,1,0
7393,24,22695.42,178499.33,10274.29,147,85.96,0,0,0.43,1,1,0
7394,34,10144.76,74635.52,2789.97,71,69.45,0,0,0.63,0,0,0
7395,38,15457.07,112960.82,5281.5,24,77.99,0,0,0.76,0,0,1
7396,19,9481.89,62839.62,4896.27,105,68.88,0,0,0.65,1,1,0
7397,51,18445.11,110631.5,6669.32,80,69.7,0,0,0.47,1,1,0
7398,39,9244.11,53227.71,3781.57,138,34.05,1,0,0.91,0,0,1
7399,41,5664.07,12402.11,1735.39,149,96.59,1,0,0.0,0,0,0
7400,51,23749.43,174645.72,4151.39,143,63.88,0,0,0.05,1,1,0
7401,31,25544.77,184620.57,15302.17,64,58.71,0,0,0.49,1,0,1
7402,43,15748.84,100179.01,5760.42,141,84.72,0,1,0.25,1,0,0
7403,36,34411.82,259036.57,9230.05,71,42.1,1,0,0.43,1,0,0
7404,36,14874.83,75787.91,6796.22,168,9.63,0,0,0.29,0,1,1
7405,30,14366.71,63352.5,5896.25,136,24.01,0,1,0.23,1,0,0
7406,54,25925.87,202005.5,5611.76,105,80.81,0,0,0.92,1,1,0
7407,34,16410.89,74125.59,8836.65,166,73.18,1,0,0.22,1,0,1
7408,44,19017.57,107803.18,2575.96,52,11.72,0,0,0.09,0,0,1
7409,19,3000.0,11774.71,1208.55,2,6.97,0,0,0.23,0,0,1
7410,49,18200.49,102580.15,6168.95,150,62.19,0,0,0.43,0,0,0
7411,48,3000.0,18541.93,777.3,119,93.86,0,0,0.22,1,0,0
7412,38,3348.59,18619.05,1718.46,118,17.49,0,0,0.1,1,0,0
7413,35,3000.0,14533.98,1284.42,4,54.9,1,0,0.27,0,0,0
7414,42,5489.0,18941.01,2633.35,52,81.2,0,0,0.91,1,1,0
7415,60,11413.75,64887.15,3507.78,111,52.87,0,0,0.75,1,0,0
7416,20,12162.09,90057.69,6946.97,7,35.11,0,0,0.23,0,0,0
7417,45,25971.3,40123.89,7073.59,1,79.06,0,1,0.61,0,1,1
7418,28,20668.65,48995.84,7554.86,83,77.12,0,0,0.86,0,0,0
7419,37,3000.0,6835.58,1700.48,94,83.05,0,0,0.97,1,1,1
7420,35,18999.54,142512.37,2690.23,114,94.51,0,0,0.07,1,0,0
7421,33,21819.06,126722.06,3368.98,55,15.06,0,0,0.2,1,0,0
7422,37,14057.2,108052.41,8393.47,117,34.08,0,0,0.94,1,1,0
7423,26,17269.37,91325.36,10114.59,13,98.6,0,0,0.88,0,0,0
7424,48,20283.72,91302.38,9854.86,28,59.45,0,0,0.3,0,0,1
7425,20,27175.2,180721.27,9296.47,14,67.01,1,1,0.2,1,1,1
7426,43,3000.0,7638.37,1059.09,131,88.41,0,0,0.82,1,0,0
7427,34,15068.2,59951.8,3444.69,16,69.1,1,0,0.11,1,0,0
7428,26,36100.03,163561.4,11420.81,89,68.32,1,0,0.62,0,1,0
7429,40,34999.94,120399.06,11048.59,174,10.45,0,1,0.91,0,0,1
7430,22,28211.24,110400.65,3330.2,111,50.68,0,1,0.18,1,0,0
7431,38,24441.9,49071.6,7982.21,121,67.32,0,0,0.13,1,0,0
7432,23,37855.62,105499.57,12867.02,131,80.73,1,0,0.64,1,0,0
7433,42,41014.18,150962.05,17754.69,98,41.32,0,1,0.61,1,1,1
7434,28,16451.04,109782.53,5893.2,131,12.35,1,0,0.07,0,0,0
7435,33,6366.81,17102.74,3379.77,169,36.58,1,0,0.36,0,0,1
7436,40,14756.49,55383.51,4187.61,157,42.97,0,0,0.93,1,1,0
7437,30,55160.35,106017.19,16816.12,168,75.1,0,0,0.23,1,1,1
7438,37,3000.0,15363.53,1157.22,19,1.98,1,1,0.53,0,0,0
7439,22,12353.53,67612.49,2487.52,148,38.58,0,0,0.35,0,0,0
7440,44,3000.0,21377.57,890.25,21,44.79,0,0,0.9,1,0,0
7441,55,19497.17,133053.62,8638.88,148,55.01,0,0,0.52,1,1,0
7442,65,3567.71,11969.5,1091.38,92,97.0,2,0,0.45,1,1,0
7443,38,16694.99,39904.34,9237.47,47,74.06,0,0,0.89,0,0,0
7444,45,3000.0,7543.62,1222.95,91,22.24,0,0,0.64,0,0,0
7445,20,25411.45,198165.22,4494.88,44,63.37,0,0,0.36,0,1,1
7446,53,32668.14,191956.96,11228.77,114,34.61,0,0,0.99,0,1,0
7447,45,13392.68,23794.9,6460.48,89,81.14,0,0,0.92,1,0,0
7448,33,16378.44,39129.16,6906.34,2,17.11,1,0,0.26,0,0,1
7449,50,16039.11,74705.38,8703.33,171,14.45,1,0,0.03,0,0,1
7450,35,20170.93,57505.04,9581.02,88,10.14,0,0,0.12,1,0,1
7451,33,17541.96,117948.37,2294.61,147,54.41,0,0,0.15,0,1,1
7452,42,27217.4,142235.74,4252.89,90,12.33,0,0,0.73,1,1,1
7453,27,32796.47,179793.83,13934.38,174,4.18,0,0,0.38,1,0,1
7454,48,8231.15,37109.02,1804.3,169,33.25,0,0,0.34,1,1,0
7455,27,14288.06,45213.25,5628.32,67,79.82,0,0,0.56,1,0,0
7456,27,28819.43,153639.96,14297.57,91,15.61,0,0,0.14,1,1,0
7457,28,3000.0,18480.92,1165.4,14,35.79,0,0,0.28,1,0,0
7458,45,3000.0,11733.49,923.23,148,43.57,1,0,0.48,1,1,0
7459,31,20715.79,99065.68,8765.58,35,87.6,1,0,0.47,0,0,0
7460,24,23956.16,166685.64,4115.9,153,47.64,0,0,0.61,1,1,0
7461,31,9332.4,23017.72,4307.87,128,51.2,1,0,0.31,0,0,0
7462,37,11056.19,55766.95,4958.84,132,25.46,1,0,0.38,0,1,0
7463,26,8877.69,33421.69,3171.13,57,66.85,1,0,0.06,1,1,0
7464,26,7596.9,46099.23,1818.75,2,2.57,1,0,0.65,1,1,0
7465,59,26321.95,42701.22,13128.91,66,96.44,0,0,0.5,1,0,0
7466,29,3834.02,22459.97,1362.13,89,49.81,0,0,0.04,0,0,0
7467,34,14813.73,32128.53,1919.69,111,6.18,0,0,0.5,1,1,0
7468,34,7135.97,13708.12,3991.19,87,55.92,0,0,0.26,1,0,0
7469,33,3000.0,18630.15,1451.57,149,51.4,0,0,0.15,0,0,1
7470,44,28442.14,161045.76,11160.77,89,24.07,1,0,0.01,1,0,1
7471,47,11762.1,86064.25,3745.2,91,20.88,0,0,0.98,0,1,1
7472,34,20261.28,98829.61,11750.53,52,27.08,1,0,0.95,1,1,0
7473,25,3000.0,14835.48,1462.53,118,12.97,0,0,0.82,0,0,0
7474,50,9096.73,55450.15,3343.02,143,53.14,0,0,0.22,0,0,0
7475,37,27073.05,97519.42,11548.74,174,87.89,0,0,0.87,1,1,0
7476,55,49047.26,85338.84,11789.74,115,92.31,0,0,0.9,1,0,1
7477,18,3000.0,8985.89,593.57,31,95.3,0,0,0.08,0,0,0
7478,39,15586.71,47494.05,3688.75,62,60.04,1,0,0.52,1,0,0
7479,57,22947.37,84487.22,5658.09,34,62.15,0,0,0.11,0,0,0
7480,34,10606.8,80956.47,4983.81,36,31.05,0,0,0.53,0,0,1
7481,35,28194.26,189789.07,4793.89,121,88.53,0,0,0.84,1,0,0
7482,40,7599.21,57630.23,3714.44,104,48.81,1,0,0.63,0,0,1
7483,32,19846.17,158590.01,7178.31,44,27.93,0,0,0.06,1,0,1
7484,34,11735.14,50690.67,3430.02,77,96.57,0,0,0.01,1,0,0
7485,34,32633.17,97115.56,8164.76,18,70.54,2,1,0.09,1,0,0
7486,31,9883.63,50802.1,3524.5,45,46.47,1,0,0.91,1,0,0
7487,50,13777.51,99575.25,3565.06,108,6.86,0,0,0.99,1,0,1
7488,42,29348.27,132867.16,9236.66,167,14.02,0,0,0.48,1,0,0
7489,40,5663.54,27100.56,2659.07,26,19.65,0,0,0.36,0,0,1
7490,46,18825.0,44687.81,7774.71,112,90.28,0,0,0.34,1,0,0
7491,35,3000.0,12698.88,1421.97,101,97.16,0,0,0.42,1,1,0
7492,30,4944.8,19855.67,2257.24,75,26.7,0,0,0.4,0,0,0
7493,31,22585.58,85508.43,11463.0,96,49.83,0,0,0.77,1,1,0
7494,38,6111.63,44415.91,1227.49,24,79.19,1,0,0.53,0,1,0
7495,27,11465.12,21617.03,6851.12,117,38.46,0,0,0.09,1,0,0
7496,32,23917.04,187006.28,8081.21,105,49.24,0,0,0.09,0,0,0
7497,32,11049.77,17166.97,5073.13,178,88.76,3,0,0.11,0,1,0
7498,59,27874.1,213135.47,12233.25,39,20.75,0,0,0.39,1,1,0
7499,18,20587.95,104222.58,7886.73,111,99.39,0,0,0.27,1,0,0
7500,36,23228.2,140899.78,13888.33,159,45.63,1,0,0.37,1,1,0
7501,55,32891.59,89345.51,6863.09,83,25.83,0,0,0.09,1,1,1
7502,39,21837.88,125619.66,6788.62,164,89.25,0,1,0.91,1,1,0
7503,45,36466.17,263749.76,5975.54,167,7.65,0,0,0.83,0,1,1
7504,38,28935.15,69635.93,5524.23,21,64.23,1,0,0.56,0,1,0
7505,31,11718.57,27257.75,5349.32,23,6.17,0,0,0.57,0,0,1
7506,18,33517.78,116502.98,3432.94,54,94.62,2,0,0.5,0,1,0
7507,40,21166.39,54000.09,11533.79,164,63.97,0,0,0.23,0,0,0
7508,30,13263.84,29435.1,5525.61,143,39.8,0,1,0.65,1,1,0
7509,29,21340.63,126103.35,6838.66,130,42.44,0,0,0.09,1,0,0
7510,33,31347.92,90591.51,8328.53,76,16.51,0,0,0.58,0,1,1
7511,55,23460.54,136906.26,3827.28,70,36.0,0,0,0.44,0,0,0
7512,62,39868.71,283169.13,22357.63,166,90.38,0,0,0.06,1,0,0
7513,40,31038.37,178103.15,14158.5,65,80.54,0,0,0.43,1,0,0
7514,33,24277.92,55253.78,6511.25,50,66.15,1,0,0.59,0,0,0
7515,26,5687.18,29734.04,770.43,117,96.78,0,0,0.08,0,0,0
7516,42,15843.21,64301.04,4164.25,87,57.34,1,0,0.3,0,0,0
7517,55,18859.97,70383.73,3627.1,1,17.63,1,0,0.2,0,0,0
7518,35,26359.58,94115.68,12998.87,21,71.36,0,0,0.02,0,0,0
7519,18,25648.0,193419.48,11792.93,57,59.19,1,0,0.08,0,0,0
7520,44,20034.48,126744.13,6993.64,147,43.65,0,0,0.19,1,0,1
7521,47,19444.2,46083.08,10556.66,29,14.7,1,0,0.6,0,1,0
7522,22,26645.48,122410.3,5071.71,178,67.77,0,0,0.94,1,1,0
7523,39,7696.97,27466.24,2509.08,34,44.41,0,0,0.66,0,1,0
7524,42,38346.19,301270.64,17459.41,81,57.86,1,0,0.98,1,1,0
7525,37,3000.0,23571.56,401.7,54,31.54,0,0,0.97,0,1,0
7526,30,35464.91,126857.08,10154.98,32,15.57,0,0,0.52,1,1,0
7527,48,17457.77,66142.88,6735.77,132,35.99,0,0,0.22,0,0,1
7528,33,30030.96,162052.82,8510.83,30,85.21,0,0,0.91,1,1,0
7529,23,22366.09,103230.57,7606.69,95,15.96,2,0,0.54,0,0,1
7530,18,22152.41,63913.16,8950.89,146,47.12,1,1,0.15,1,0,0
7531,50,24651.05,142795.64,7005.71,69,29.76,0,0,0.38,1,0,1
7532,44,27708.65,101741.63,4239.62,29,96.23,0,0,0.33,1,0,0
7533,38,14054.03,80798.83,2385.28,140,8.47,0,0,0.36,1,1,0
7534,33,30417.59,121485.72,11056.85,15,24.53,0,0,0.1,1,1,1
7535,32,4986.35,30174.24,934.29,79,44.96,0,0,0.46,1,0,0
7536,27,17936.03,104758.93,9773.65,53,24.73,1,0,0.53,0,1,0
7537,33,28031.64,134756.02,14494.96,163,70.66,1,0,0.88,0,1,0
7538,18,29940.21,182060.73,8219.07,142,37.09,1,0,0.06,1,0,1
7539,30,23529.47,105795.0,12129.29,103,78.08,1,0,0.81,0,0,1
7540,34,13279.29,29943.46,4868.11,146,55.13,0,0,0.63,0,0,0
7541,44,28760.49,77184.27,5163.24,166,42.68,0,0,0.97,1,1,0
7542,37,9967.61,30889.16,4057.87,86,36.49,1,0,0.83,1,0,0
7543,45,39016.91,74560.85,17156.73,166,22.2,0,0,0.45,0,1,1
7544,51,16983.95,104009.33,2410.8,55,25.26,0,0,0.78,0,1,1
7545,48,3000.0,11664.11,771.68,139,17.64,0,0,0.92,0,0,0
7546,42,3663.8,7722.93,376.24,67,85.17,0,0,0.5,1,1,0
7547,38,18523.72,126511.99,4783.09,53,54.83,0,0,0.27,1,0,0
7548,28,19677.9,116960.59,5268.22,172,48.29,0,1,0.4,0,0,1
7549,45,41635.88,184840.72,17283.23,153,32.23,0,0,0.42,0,1,0
7550,54,5538.01,17213.59,1104.95,142,51.69,1,0,0.6,1,0,1
7551,41,18473.55,45931.67,2125.3,47,88.26,0,0,0.43,1,0,0
7552,57,5286.94,23682.5,1363.07,95,85.61,0,0,0.6,0,1,0
7553,22,12088.14,87688.56,6198.92,89,59.91,0,1,0.03,1,1,1
7554,26,38207.66,104099.44,11445.97,140,53.0,0,1,0.38,0,0,0
7555,46,4363.97,22676.41,1342.12,7,22.58,1,0,0.67,1,0,1
7556,40,25044.51,194118.96,8377.73,177,69.29,0,0,0.11,0,0,0
7557,51,22714.89,128140.54,10809.89,142,85.33,0,0,0.21,1,0,0
7558,37,17709.94,77211.29,6021.6,157,30.57,1,0,0.73,0,0,0
7559,29,24233.24,149190.1,3529.36,175,43.55,0,0,0.66,1,1,0
7560,35,4079.76,27986.13,829.01,142,10.67,1,0,0.35,1,0,0
7561,22,37875.87,202194.88,7345.98,179,85.82,1,0,0.99,1,1,0
7562,26,41098.15,294546.73,14545.93,142,9.77,1,0,0.31,1,0,0
7563,47,18565.26,89945.82,2134.35,87,70.43,2,1,0.25,1,0,0
7564,46,47077.27,324606.68,11383.68,136,18.7,0,0,0.34,0,1,0
7565,41,13211.66,101572.93,5332.19,77,73.36,1,0,0.75,1,1,0
7566,20,22805.18,108508.95,6324.46,100,64.27,1,0,0.09,1,1,1
7567,34,35182.67,191130.24,15967.87,108,69.04,0,0,0.29,1,0,0
7568,25,12491.95,68225.25,3692.75,65,63.58,0,0,0.61,1,1,0
7569,49,3000.0,19737.98,1768.89,37,39.67,1,0,0.86,1,1,0
7570,32,3000.0,20547.83,1748.03,16,62.02,0,0,0.44,0,0,1
7571,27,42729.92,71657.67,21361.56,148,23.47,0,0,0.38,1,1,1
7572,38,11651.7,73019.33,6725.31,112,27.39,0,0,0.35,1,0,1
7573,31,15771.16,104007.62,3191.91,32,6.51,0,0,0.05,1,0,0
7574,52,4646.83,28126.3,2209.39,85,61.28,0,0,0.94,0,1,0
7575,30,29380.07,180364.9,7663.18,158,84.08,0,0,0.04,0,1,0
7576,24,8621.28,15252.07,3988.61,148,37.84,0,1,0.56,0,1,0
7577,18,12104.84,52937.52,3473.45,29,20.87,0,0,0.79,1,1,1
7578,37,21594.25,147233.18,5284.33,152,82.39,0,0,0.86,0,1,0
7579,32,5231.45,39607.54,3031.09,129,64.41,0,0,0.18,1,0,0
7580,23,15857.01,47436.91,3249.78,27,89.35,0,0,0.03,0,0,0
7581,49,34826.52,183353.49,16691.8,21,0.62,0,0,0.77,0,0,0
7582,44,23139.05,155682.94,10119.54,145,40.12,0,0,0.06,1,0,0
7583,37,19566.51,125042.69,4925.65,92,90.1,1,0,0.44,1,0,0
7584,51,20578.38,113649.96,6773.82,160,67.54,1,0,0.35,1,0,1
7585,44,13330.38,21615.11,2285.78,172,46.89,0,0,0.13,0,0,0
7586,29,41953.83,260334.32,23519.5,114,41.45,0,0,0.53,1,1,1
7587,27,8254.11,53866.98,4820.9,98,89.52,1,0,0.15,1,0,0
7588,46,20531.11,127262.56,9572.25,22,83.18,0,0,0.66,1,0,0
7589,41,19380.31,125540.97,10169.04,42,1.23,0,0,0.8,0,1,0
7590,39,30105.15,129480.65,4254.12,121,12.11,0,0,0.23,1,0,1
7591,29,31238.09,248636.09,9121.03,48,51.23,1,0,0.74,1,1,0
7592,44,17615.77,114680.72,4675.32,136,11.46,0,0,0.65,1,0,1
7593,30,21488.0,113057.38,8218.64,130,27.48,0,1,0.27,1,1,1
7594,36,21942.42,166153.32,4205.87,133,83.49,0,1,0.2,1,1,0
7595,52,3000.0,22209.87,1145.07,28,38.61,0,0,0.87,1,0,0
7596,31,3000.0,20384.06,1281.55,132,45.09,0,0,0.2,0,0,1
7597,22,10739.24,55457.6,1784.61,53,17.42,0,0,0.08,0,0,1
7598,27,11260.82,55472.54,1867.72,100,60.23,0,0,0.32,1,0,0
7599,47,3608.61,13123.08,424.78,129,12.03,1,0,0.9,0,1,0
7600,40,26994.99,84513.4,12969.64,79,63.02,0,0,0.59,1,1,0
7601,36,18025.42,87068.86,4785.83,134,74.67,0,0,0.72,1,1,0
7602,32,15423.67,81060.33,3280.77,88,87.36,0,0,0.22,1,1,1
7603,42,3000.0,9268.27,1467.14,52,58.24,1,0,0.49,1,0,1
7604,29,17465.46,130936.96,2997.56,77,33.2,0,0,0.79,0,0,1
7605,41,3000.0,15366.84,940.78,24,85.17,1,0,0.37,0,0,0
7606,30,16044.52,78975.71,7579.33,93,59.66,1,0,0.72,1,0,0
7607,29,18758.2,81253.97,7257.85,152,35.81,0,0,0.58,0,0,0
7608,31,20902.98,39244.58,7880.42,108,32.25,0,0,0.34,0,0,1
7609,34,3000.0,21706.83,536.2,20,32.06,1,1,0.41,0,0,1
7610,37,20697.8,73693.74,3942.23,34,5.63,0,0,0.74,0,1,0
7611,40,5502.82,31233.99,2153.14,15,10.13,0,0,0.75,0,1,1
7612,18,8250.36,44950.6,922.25,51,8.97,0,0,0.89,0,0,1
7613,29,26615.18,141038.2,14227.38,127,31.22,0,0,0.54,0,1,1
7614,34,42169.36,207352.22,11606.5,4,47.4,0,0,0.44,1,1,0
7615,53,18616.31,49879.76,5739.56,53,14.76,0,1,0.78,0,0,0
7616,27,8194.85,27239.18,1878.39,142,82.8,0,0,0.39,0,0,0
7617,39,20264.05,99440.18,10908.86,161,6.56,0,1,0.59,1,0,0
7618,52,29268.35,194070.41,12329.35,124,94.53,0,0,0.76,1,1,0
7619,24,25451.97,109645.27,8270.73,50,7.44,0,0,0.92,0,0,1
7620,41,50917.35,143866.81,19992.92,63,89.47,0,0,0.89,1,1,0
7621,29,9415.95,19506.45,2732.37,50,26.07,1,0,0.66,1,1,0
7622,32,21026.78,122156.57,6997.53,93,98.67,1,0,0.02,1,0,0
7623,29,36587.02,155557.37,10201.05,74,52.13,0,0,0.74,1,0,0
7624,30,35833.91,82952.31,10941.43,164,1.83,0,1,0.33,1,1,0
7625,65,3000.0,17652.1,772.46,86,28.27,0,0,0.83,1,1,0
7626,46,17959.71,51171.91,2493.18,97,94.02,0,0,0.03,1,0,0
7627,49,35814.25,172216.55,4250.19,100,29.97,0,0,0.11,1,1,1
7628,42,52687.72,183891.82,9855.4,178,35.96,0,0,0.69,1,0,1
7629,21,26445.55,199822.19,5971.9,169,4.41,0,0,0.27,0,1,0
